Name,Location Type,Parent Name,Capacity,Latitude 1,Longitude 1,Latitude 2,Longitude 2,Latitude 3,Longitude 3,Latitude 4,Longitude 4,Latitude 5,Longitude 5,Circle Radius,Circle Center
G 58                          ,                              ,                              ,                              ,33.23061143700808,-96.85943800180578,33.23066191780886,-96.85943800180578,33.23066191780886,-96.85946777432585,33.23061143700808,-96.85946777432585,33.23063667740847             ,-96.85945288806582            ,                                                            ,                                                                                                    
G 57                          ,                              ,                              ,                              ,33.23061143700808,-96.85940822928572,33.23066191780886,-96.85940822928572,33.23066191780886,-96.85943800180578,33.23061143700808,-96.85943800180578,33.23063667740847             ,-96.85942311554575            ,                                                            ,                                                                                                    
G 56                          ,                              ,                              ,                              ,33.23061143700808,-96.85937845676565,33.23066191780886,-96.85937845676565,33.23066191780886,-96.85940822928572,33.23061143700808,-96.85940822928572,33.23063667740847             ,-96.85939334302569            ,                                                            ,                                                                                                    
G 55                          ,                              ,                              ,                              ,33.23061143700808,-96.85934868424559,33.23066191780886,-96.85934868424559,33.23066191780886,-96.85937845676565,33.23061143700808,-96.85937845676565,33.23063667740847             ,-96.85936357050562            ,                                                            ,                                                                                                    
G 54                          ,                              ,                              ,                              ,33.23061143700808,-96.85931891172552,33.23066191780886,-96.85931891172552,33.23066191780886,-96.85934868424559,33.23061143700808,-96.85934868424559,33.23063667740847             ,-96.85933379798556            ,                                                            ,                                                                                                    
G 53                          ,                              ,                              ,                              ,33.23061143700808,-96.85928913920546,33.23066191780886,-96.85928913920546,33.23066191780886,-96.85931891172552,33.23061143700808,-96.85931891172552,33.23063667740847             ,-96.85930402546549            ,                                                            ,                                                                                                    
G 52                          ,                              ,                              ,                              ,33.23061143700808,-96.8592593666854,33.23066191780886,-96.8592593666854,33.23066191780886,-96.85928913920546,33.23061143700808,-96.85928913920546,33.23063667740847             ,-96.85927425294543            ,                                                            ,                                                                                                    
G 51                          ,                              ,                              ,                              ,33.23061143700808,-96.85922959416533,33.23066191780886,-96.85922959416533,33.23066191780886,-96.8592593666854,33.23061143700808,-96.8592593666854,33.23063667740847             ,-96.85924448042536            ,                                                            ,                                                                                                    
G 50                          ,                              ,                              ,                              ,33.23061143700808,-96.85919982164526,33.23066191780886,-96.85919982164526,33.23066191780886,-96.85922959416533,33.23061143700808,-96.85922959416533,33.23063667740847             ,-96.8592147079053             ,                                                            ,                                                                                                    
G 49                          ,                              ,                              ,                              ,33.23061143700808,-96.8591700491252,33.23066191780886,-96.8591700491252,33.23066191780886,-96.85919982164526,33.23061143700808,-96.85919982164526,33.23063667740847             ,-96.85918493538523            ,                                                            ,                                                                                                    
G 48                          ,                              ,                              ,                              ,33.23061143700808,-96.85914027660513,33.23066191780886,-96.85914027660513,33.23066191780886,-96.8591700491252,33.23061143700808,-96.8591700491252,33.23063667740847             ,-96.85915516286516            ,                                                            ,                                                                                                    
G 47                          ,                              ,                              ,                              ,33.23061143700808,-96.85911050408507,33.23066191780886,-96.85911050408507,33.23066191780886,-96.85914027660513,33.23061143700808,-96.85914027660513,33.23063667740847             ,-96.8591253903451             ,                                                            ,                                                                                                    
G 46                          ,                              ,                              ,                              ,33.23061143700808,-96.859080731565,33.23066191780886,-96.859080731565,33.23066191780886,-96.85911050408507,33.23061143700808,-96.85911050408507,33.23063667740847             ,-96.85909561782503            ,                                                            ,                                                                                                    
G 45                          ,                              ,                              ,                              ,33.23061143700808,-96.85905095904494,33.23066191780886,-96.85905095904494,33.23066191780886,-96.859080731565,33.23061143700808,-96.859080731565,33.23063667740847             ,-96.85906584530497            ,                                                            ,                                                                                                    
G 44                          ,                              ,                              ,                              ,33.23017393551417,-96.85946594148302,33.23022946467121,-96.85946594148302,33.23022946467121,-96.85949553518915,33.23017393551417,-96.85949553518915,33.23020170009269             ,-96.85948073833609            ,                                                            ,                                                                                                    
G 43                          ,                              ,                              ,                              ,33.23017393551417,-96.85943634777689,33.23022946467121,-96.85943634777689,33.23022946467121,-96.85946594148302,33.23017393551417,-96.85946594148302,33.23020170009269             ,-96.85945114462996            ,                                                            ,                                                                                                    
G 42                          ,                              ,                              ,                              ,33.23017393551417,-96.85940675407076,33.23022946467121,-96.85940675407076,33.23022946467121,-96.85943634777689,33.23017393551417,-96.85943634777689,33.23020170009269             ,-96.85942155092383            ,                                                            ,                                                                                                    
G 41                          ,                              ,                              ,                              ,33.23017393551417,-96.85937716036463,33.23022946467121,-96.85937716036463,33.23022946467121,-96.85940675407076,33.23017393551417,-96.85940675407076,33.23020170009269             ,-96.8593919572177             ,                                                            ,                                                                                                    
G 40                          ,                              ,                              ,                              ,33.23017393551417,-96.8593475666585,33.23022946467121,-96.8593475666585,33.23022946467121,-96.85937716036463,33.23017393551417,-96.85937716036463,33.23020170009269             ,-96.85936236351156            ,                                                            ,                                                                                                    
G 39                          ,                              ,                              ,                              ,33.23017393551417,-96.85931797295237,33.23022946467121,-96.85931797295237,33.23022946467121,-96.8593475666585,33.23017393551417,-96.8593475666585,33.23020170009269             ,-96.85933276980543            ,                                                            ,                                                                                                    
G 38                          ,                              ,                              ,                              ,33.23017393551417,-96.85928837924624,33.23022946467121,-96.85928837924624,33.23022946467121,-96.85931797295237,33.23017393551417,-96.85931797295237,33.23020170009269             ,-96.8593031760993             ,                                                            ,                                                                                                    
G 37                          ,                              ,                              ,                              ,33.23017393551417,-96.8592587855401,33.23022946467121,-96.8592587855401,33.23022946467121,-96.85928837924624,33.23017393551417,-96.85928837924624,33.23020170009269             ,-96.85927358239317            ,                                                            ,                                                                                                    
G 36                          ,                              ,                              ,                              ,33.23017393551417,-96.85922919183398,33.23022946467121,-96.85922919183398,33.23022946467121,-96.8592587855401,33.23017393551417,-96.8592587855401,33.23020170009269             ,-96.85924398868704            ,                                                            ,                                                                                                    
G 35                          ,                              ,                              ,                              ,33.23017393551417,-96.85919959812784,33.23022946467121,-96.85919959812784,33.23022946467121,-96.85922919183398,33.23017393551417,-96.85922919183398,33.23020170009269             ,-96.85921439498091            ,                                                            ,                                                                                                    
G 34                          ,                              ,                              ,                              ,33.23017393551417,-96.85917000442171,33.23022946467121,-96.85917000442171,33.23022946467121,-96.85919959812784,33.23017393551417,-96.85919959812784,33.23020170009269             ,-96.85918480127478            ,                                                            ,                                                                                                    
G 33                          ,                              ,                              ,                              ,33.23017393551417,-96.85914041071558,33.23022946467121,-96.85914041071558,33.23022946467121,-96.85917000442171,33.23017393551417,-96.85917000442171,33.23020170009269             ,-96.85915520756865            ,                                                            ,                                                                                                    
G 32                          ,                              ,                              ,                              ,33.23017393551417,-96.85911081700945,33.23022946467121,-96.85911081700945,33.23022946467121,-96.85914041071558,33.23017393551417,-96.85914041071558,33.23020170009269             ,-96.85912561386252            ,                                                            ,                                                                                                    
G 31                          ,                              ,                              ,                              ,33.23017393551417,-96.85908122330332,33.23022946467121,-96.85908122330332,33.23022946467121,-96.85911081700945,33.23017393551417,-96.85911081700945,33.23020170009269             ,-96.85909602015639            ,                                                            ,                                                                                                    
G 30                          ,                              ,                              ,                              ,33.23017393551417,-96.85905162959719,33.23022946467121,-96.85905162959719,33.23022946467121,-96.85908122330332,33.23017393551417,-96.85908122330332,33.23020170009269             ,-96.85906642645025            ,                                                            ,                                                                                                    
G 29                          ,                              ,                              ,                              ,33.23017674001788,-96.85880363702202,33.230219368463466,-96.85880363702202,33.230219368463466,-96.85883235901022,33.23017674001788,-96.85883235901022,33.230198054240674            ,-96.85881799801612            ,                                                            ,                                                                                                    
G 28                          ,                              ,                              ,                              ,33.23017674001788,-96.85877491503382,33.230219368463466,-96.85877491503382,33.230219368463466,-96.85880363702202,33.23017674001788,-96.85880363702202,33.230198054240674            ,-96.85878927602792            ,                                                            ,                                                                                                    
G 27                          ,                              ,                              ,                              ,33.23017674001788,-96.85874619304562,33.230219368463466,-96.85874619304562,33.230219368463466,-96.85877491503382,33.23017674001788,-96.85877491503382,33.230198054240674            ,-96.85876055403972            ,                                                            ,                                                                                                    
G 26                          ,                              ,                              ,                              ,33.23017674001788,-96.85871747105742,33.230219368463466,-96.85871747105742,33.230219368463466,-96.85874619304562,33.23017674001788,-96.85874619304562,33.230198054240674            ,-96.85873183205152            ,                                                            ,                                                                                                    
G 25                          ,                              ,                              ,                              ,33.23017674001788,-96.85868874906922,33.230219368463466,-96.85868874906922,33.230219368463466,-96.85871747105742,33.23017674001788,-96.85871747105742,33.230198054240674            ,-96.85870311006332            ,                                                            ,                                                                                                    
G 24                          ,                              ,                              ,                              ,33.23017674001788,-96.85866002708102,33.230219368463466,-96.85866002708102,33.230219368463466,-96.85868874906922,33.23017674001788,-96.85868874906922,33.230198054240674            ,-96.85867438807512            ,                                                            ,                                                                                                    
G 18                          ,                              ,                              ,                              ,33.23006007258695,-96.85886186330939,33.23011111460714,-96.85886186330939,33.23011111460714,-96.85889136760855,33.23006007258695,-96.85889136760855,33.230085593597046            ,-96.85887661545897            ,                                                            ,                                                                                                    
G 19                          ,                              ,                              ,                              ,33.23006007258695,-96.85883235901022,33.23011111460714,-96.85883235901022,33.23011111460714,-96.85886186330939,33.23006007258695,-96.85886186330939,33.230085593597046            ,-96.8588471111598             ,                                                            ,                                                                                                    
